92	Диктор Анатолій Подорожко; команда «Синтезатор української мови»: Artem Plaksin, Volodymyr Pyrih, Sergey Parshakov, Zvonimir Stanecic
93	Диктор Володимир Беглов; команда «Синтезатор української мови»
94	Дикторка Marianna Firtka; команда «Синтезатор української мови»: Artem Plaksin, Volodymyr Pyrih, Maryna Herelyuk, Sergey Parshakov, Beka Gozalishvili
95	Дикторка Наталія Чехаль; команда «Синтезатор української мови»: Artem Plaksin, Volodymyr Pyrih, Tomasz Bilecki, Zvonimir Stanecic
96	Довідка
97	Додайте або виберіть українську мову.
98	Додайте українську мову або виберіть український голос.
99	Додати
100	Додати до наявних
101	Додати запис
102	Додати запис до словника замін
103	Додаткові мови
104	Додає проміжок між словами для голосу %@.
105	Допоміжні бібліотеки у складі рушія.
106	Доступна дія: Видалити голос.
107	Доступна дія: Завантажити голос.
108	Доступний
109	Дуже швидко
110	Діагностика
111	Діагностика мовного компонента доступна лише на macOS.
112	Дії
113	Журнал застосунку ще порожній.
114	Завантажений голос одразу з'являється на головному екрані поруч з українськими (там його можна вмикати, вимикати і слухати зразок) та у списку голосів VoiceOver.
115	Завантаження %@
116	Завантаження голосу %@…
117	Завантаження списку мов
118	Завантаження списку мов…
119	Завантажити
120	Завантажити голос
121	Завантажити голос %@, %@
122	Завантажити словник із файлу
123	Замінити мої записи
124	Запис «%@» видалено зі словника замін.
125	Запис «%@» видалено зі словника.
126	Запис вимкнено — нові тексти не зберігаються.
127	Запис вимкнено, нові тексти не зберігаються
128	Запис від %@, %@ символів. Текст: %@
129	Запис додано до словника замін.
130	Запис додано до словника.
131	Запис словника замін оновлено.
132	Запис словника оновлено.
133	Запис увімкнено
134	Запис увімкнено.
135	Записи
136	Записи (найновіший перший)
137	Записи очищено
138	Записи скопійовано
139	Записує рядок від імені застосунку. Якщо він з'явиться у списку, а записів від голосу немає — проблема саме в голосовому розширенні.
140	Записів немає
141	Записів немає.
142	Запущено діагностику мовного компонента.
143	Зараз немає доступних голосів RHVoice.
144	Застосовувати словник замін
145	Застосунок
146	Застосунок RHVoice UA розробляється громадською організацією «Харківський центр реабілітації молодих осіб з інвалідністю та членів їх сімей «Право вибору» за підтримки Акселераційної програми Act to Drive Change проєкту «Фенікс: Сила спільнот», що виконується Фондом Східна Європа коштом Європейського Союзу. Наповнення застосунку є відповідальністю ГО «Харківський центр реабілітації молодих осіб з інвалідністю та членів їх сімей «Право вибору» та необов’язково відображає позицію Фонду Східна Європа та ЄС.
147	Зберегти
148	Зберегти запис
149	Зберегти запис і застосувати його без перезапуску VoiceOver.
150	Звичайна
151	Згорнуто
152	Зміна темпу мовлення без спотворення голосу.
153	Знайдено записів: %@. Некоректних рядків буде пропущено: %@.
154	Зробити голос %@ доступним
155	Зробити голос %@ доступним: %@.
156	Зробити голос доступним
157	Зупинити
158	Зупинити прослуховування
159	Каталог голосів містить некоректні дані.
160	Керує доступністю цього голосу для VoiceOver.
161	Clara
162	Коли увімкнено, застосунок записує діагностику у файл. Діагностика синтезатора на iPhone доступна через кабель у системному журналі: iOS не дозволяє speech-extension записувати спільний файл.
163	Команда голосів
164	Компоненти
165	Копіює всі записи у буфер обміну, щоб вставити їх у повідомлення.
166	Крок %@: %@
167	Лог очищено.
168	Логотипи донорів: Європейський Союз — Прямуємо разом, Фонд Східна Європа, Фенікс — Сила спільнот, Act to Drive Change.
169	Логотипи партнерів
170	Ліцензія %@
171	Ліцензія: %@
172	Ліцензії
173	Ліцензії та атрибуція
174	Маріанна
175	Мови
176	Мій словник
177	На пристрої збережено: %@.
178	На пристрої збережено: завантажених голосів немає.
179	На пристрої збережено: перевірка ще не виконувалась.
180	Налаштування голосу
181	Наталія
182	Не вдалося видалити голос %@: %@
183	Не вдалося відкрити спільне сховище App Group.
184	Не вдалося відкрити файл словника: %@
185	Не вдалося завантажити голос %@: %@
186	Не вдалося завантажити словник: %@
187	Не вдалося завантажити список голосів. Перевірте інтернет і спробуйте ще раз.
188	Не вдалося зберегти спільні налаштування: %@
189	Не вдалося опублікувати список голосів: %@
190	Не вдалося перевірити запис каталогу голосів.
191	Не вдалося полагодити голоси: %@
192	Не вдалося прочитати текст ліцензії.
193	Не вдалося підготувати файл словника: %@
194	Не вдалося синтезувати зразок для голосу %@.
195	Немає
196	Немає інтернету — показано збережений список голосів.
197	Нове слово
198	Новий запис
199	Номери читаються групами.
200	Номери читаються по цифрах.
201	Нормально
202	Обмін
203	Обробляти телефонні номери
204	Ольга Яковлева
205	Оновити
206	Оновити самоперевірку
207	Оновлено: %@
208	Опублікований список голосів відсутній.
209	Опублікований список: перевірка ще не виконувалась.
210	Опубліковано голосів: %@, версія списку %@.
211	Основний рушій синтезу. Розповсюдження через App Store дозволене окремим дозволом авторки від 3 серпня 2026 року.
212	Особистий словник порожній
213	Останнє звернення голосу: %@, %@ символів. Усього звернень: %@.
214	Очистити записи
215	Очистити лог
216	Пауза після розділових знаків
217	Перевірити слово
218	Перевірити список голосів і словник замін.
219	Перед початком
220	Перейдіть до Універсальний доступ.
221	Переопублікувати список голосів і попросити систему оновити його без перезавантаження iPhone.
222	Перечитує збережені записи.
223	Поверніться до цього застосунку, увімкніть потрібний голос у списку і знову відкрийте налаштування VoiceOver. Після оновлення застосунку може знадобитися повторно вибрати голос у системних налаштуваннях.
224	Повні тексти
225	Повні тексти ліцензій
226	Повільно
227	Подвійний дотик розгортає або згортає стан файлів особистого словника.
228	Поділитись журналом застосунку
229	Поділитися словником
230	Показує мови, голоси яких є у застосунку.
231	Показує текст, який система віддала голосу. Потрібно для розбору скарг на читання чисел, часу і номерів.
232	Поки нічого не записано. Увімкніть діагностику і прочитайте будь-який текст голосом RHVoice.
233	Полагодження голосів: переопубліковуємо список.
234	Полагодити голоси
235	Поле «Скорочення» не може бути порожнім.
236	Поле «Слово з наголосом» не може бути порожнім.
237	Поле «Слово» не може бути порожнім.
238	Поле «Як читати» не може бути порожнім.
239	Порядок дій: увімкнути розширену діагностику, прочитати текст голосом, повернутися сюди, оновити, скопіювати записи і надіслати розробнику.
240	Потрібні для читання латиниці українським голосом.
241	Правова інформація
242	Прискорювач
243	Про застосунок
244	Пробний запис створено
245	Пробний запис. Якщо ви його бачите, показ списку працює.
246	Промовляє введений варіант вимови напряму.
247	Промовляє введену вимову. Після збереження так само має звучати слово за словником.
248	Промовляє звичайне слово, щоб перевірити застосування словника.
249	Промовляє стандартну тестову фразу цим голосом.
250	Проміжок між словами
251	Прослухати
252	Прослухати голос %@
253	Прослуховування завершено.
254	Прослуховування зупинено.
255	Підготовка файлу словника
256	Підказка щодо діагностики
257	Підказка: слово — як пишеться. Вимова — те саме слово зі знаком плюс перед наголошеною голосною, або інше слово чи фраза, як це читати.
258	Підтримка проєкту
259	Після завантаження голос з'явиться у списку голосів і у VoiceOver.
260	Raj
261	Редагування
262	Редагувати запис
263	Рекомендовані голоси відновлено: усі українські голоси.
264	Розгорнуто
265	Розгортати скорочення
266	Розмір логу: %@ байт
267	Розпакування завантажених голосів.
268	Розширена діагностика
269	Рушій RHVoice
270	Самоперевірка
271	Sarah
272	Скасувати
273	Скопійовано %@ записів.
274	Скопіювати записи
275	Слова, якими треба замінити скорочення.
276	Словник завантажено: додано %@, оновлено %@, пропущено %@.
277	Словник замін
278	Словник замін у застосунку: базових %@, власних %@.
279	Словник замін: вимкнено.
280	Словник замін: перевірка ще не виконувалась.
281	Словник порожній.
282	Слово
283	Слово або скорочення
284	Слово як воно пишеться
285	Слово як пишеться.
286	Слово — як пишеться. Вимова — те саме слово зі знаком + перед наголошеною голосною, або інше слово чи фраза, як це читати.
287	Список системних голосів оновлено. Доступних голосів: %@.
288	Спочатку виберіть голос.
289	Спробувати ще раз
290	Спільне сховище голосів недоступне.
291	Спільне сховище недоступне — зміни налаштувань і словника не зберігаються.
292	Спільне сховище недоступне: налаштування і словник тимчасово не зберігаються. Голоси працюють.
293	Стан: %@
294	Створити власне перевизначення цього правила
295	Створити пробний запис
296	Стирає журнал застосунку. Не впливає на журнал синтезатора VoiceOver.
297	Стирає збережені тексти з пристрою.
298	Стосується повних дат із чотиризначним роком. Короткі дати (10.07.26) завжди читаються цифрами.
299	Те саме слово зі знаком плюс перед наголошеною голосною, або інше слово чи фраза, як це читати.
300	Тексти всіх ліцензій, що постачаються разом із застосунком.
301	Тексти ліцензій не знайдено у цій збірці. Вони доступні у репозиторії проєкту, тека LICENSES.
302	Технічна інформація
303	Технічна інформація: %@.
304	Торкніться правила, щоб створити власне перевизначення. Власний запис із таким самим словом має пріоритет.
305	Точний запис, який треба замінити.
306	Точно налаштовує множник темпу для голосу %@. 1.0x не змінює системну швидкість VoiceOver.
307	Трохи швидше
308	Тут можна задати, як читати будь-яке слово: скорочення, абревіатуру, ім'я чи назву.
309	У головному списку застосунку переконайтесь, що потрібні голоси RHVoice позначені як доступні. Кнопка «Прослухати» у налаштуваннях кожного голосу дає швидку перевірку звучання.
310	У списку голосів виберіть Anatol, Marianna, Natalia або Volodymyr.
311	У файлі немає коректних записів. Мій словник не змінено.
312	Увага: спільне сховище недоступне, зміни не зберігаються
313	Увімкнено
314	Увімкнено: 17:01 читається як час словами. Вимкнено: RHVoice не розгортає запис часу у години та хвилини.
315	Увімкнено: 5 хв, 2 год і 30 сек читаються повними словами. Вимкнено: скорочення лишаються без розгортання.
316	Увімкнено: RHVoice розпізнає номери та читає їх обраним способом. Вимкнено: номер читає система без обробки RHVoice.
317	Увімкнено: базові та власні заміни застосовуються під час читання. Вимкнено: словник не змінює текст.
318	Увімкнено: повні дати, як-от 10.07.2026, читаються словами — «десяте липня дві тисячі двадцять шостого року». Вимкнено: дати читаються цифрами.
319	Українська
320	Українська, 4 голоси, вбудована мова, завжди доступна
321	Український голос. Дані розповсюджуються без змін (ліцензія забороняє похідні).
322	Український голос. Дані розповсюджуються без змін.
323	Українські голоси
324	Файл словника завеликий. Максимальний розмір — 1 МБ.
325	Файл словника не вдалося прочитати. Працює базовий словник.
326	Цей файл містить діагностику застосунку. На iPhone журнал синтезатора VoiceOver доступний лише по кабелю в системному журналі: iOS забороняє extension записувати його у спільний файл.
327	Чи доходять запити до голосу
328	Читання
329	Читати дати словами
330	Читати номер
331	Читати час словами
332	Швидко
333	Що почув синтезатор
334	Як завантажити словник?
335	Як зробити запис
336	Як увімкнути голос
337	Як читати
338	Якщо голос не з'явився
339	архів голосу неповний
340	групами
341	завантажено: %@ із %@
342	наприклад: БПЛА
343	наприклад: безпілотний літальний апарат
344	наприклад: листоп+ад
345	наприклад: листопад
346	не вдалося закодувати запис
347	не завантажено
348	перевірка з застосунку
349	по цифрах
350	сервер не відповів
351	спільне сховище недоступне
352	файл пошкоджено при передачі
353	читати як %@
